LOCATION,TIME,Value
ISL,1994,23179.00566
ISL,1995,23569.10636
ISL,1996,24428.5764
ISL,1997,26933.08516
ISL,1998,28714.10997
ISL,1999,29542.46883
ISL,2000,29711.07967
ISL,2001,31760.44712
ISL,2002,32515.31575
ISL,2003,32644.2771
ISL,2004,35544.05821
ISL,2005,37338.13886
ISL,2006,39027.40383
ISL,2007,41182.17806
ISL,2008,43049.0033
ISL,2009,41813.33588
ISL,2010,39582.07346
ISL,2011,40769.02509
ISL,2012,41928.43377
ISL,2013,44152.64313
ISL,2014,45712.83768
ISL,2015,48729.97141
ISL,2016,52589.9962
ISL,2017,55322.08463
IRL,1970,7250.3623
IRL,1971,7882.2269
IRL,1972,8756.6111
IRL,1973,9672.5562
IRL,1974,10992.1137
IRL,1975,12689.65
IRL,1976,13574.7475
IRL,1977,15602.1168
IRL,1978,17899.6946
IRL,1979,19980.4601
IRL,1980,22456.1438
IRL,1981,25398.3552
IRL,1982,27583.3164
IRL,1983,28593.6667
IRL,1984,30915.2392
IRL,1985,32877.0093
IRL,1986,33395.4598
IRL,1987,35816.9239
IRL,1988,39014.9781
IRL,1989,42901.7224
IRL,1990,48275.9323
IRL,1991,50871.5606
IRL,1992,53770.4118
IRL,1993,56526.5137
IRL,1994,61056.6132
IRL,1995,68342.6644
IRL,1996,74493.1711
IRL,1997,83130.188
IRL,1998,93038.1861
IRL,1999,101361.4247
IRL,2000,114831.921
IRL,2001,125831.0378
IRL,2002,138451.7822
IRL,2003,144824.6283
IRL,2004,157394.1675
IRL,2005,168217.6903
IRL,2006,188914.1186
IRL,2007,205693.3632
IRL,2008,198813.7927
IRL,2009,188770.0502
IRL,2010,197418.8127
IRL,2011,205817.797
IRL,2012,212880.6363
IRL,2013,221790.1441
IRL,2014,238440.774
IRL,2015,324244.7636
IRL,2016,337275.917
IRL,2017,369243.6124
IRL,1970,2457.749938
IRL,1971,2646.818982
IRL,1972,2895.704725
IRL,1973,3147.593945
IRL,1974,3518.602333
IRL,1975,3994.224107
IRL,1976,4205.312116
IRL,1977,4768.373119
IRL,1978,5401.235537
IRL,1979,5932.440647
IRL,1980,6602.806173
IRL,1981,7376.809538
IRL,1982,7926.240353
IRL,1983,8157.964823
IRL,1984,8760.339799
IRL,1985,9284.667975
IRL,1986,9428.418903
IRL,1987,10109.20798
IRL,1988,11049.27162
IRL,1989,12222.71292
IRL,1990,13769.51862
IRL,1991,14427.55547
IRL,1992,15125.29163
IRL,1993,15816.03628
IRL,1994,17026.38405
IRL,1995,18977.22055
IRL,1996,20543.60638
IRL,1997,22686.51257
IRL,1998,25049.54302
IRL,1999,26995.53331
IRL,2000,30185.18273
IRL,2001,32566.57817
IRL,2002,35212.94778
IRL,2003,36233.47711
IRL,2004,38697.20978
IRL,2005,40437.08088
IRL,2006,44243.98526
IRL,2007,46746.5474
IRL,2008,44219.77588
IRL,2009,41587.13816
IRL,2010,43295.79255
IRL,2011,44952.72334
IRL,2012,46304.19868
IRL,2013,48006.0675
IRL,2014,51250.48367
IRL,2015,69050.40763
IRL,2016,71020.4976
IRL,2017,76889.32626
ITA,1970,194544.334
ITA,1971,208122.4148
ITA,1972,225131.8014
ITA,1973,254390.4597
ITA,1974,292533.1829
ITA,1975,312948.6456
ITA,1976,353697.4051
ITA,1977,385293.0327
ITA,1978,425756.041
ITA,1979,488555.7366
ITA,1980,550958.4179
ITA,1981,608182.5544
ITA,1982,648428.1728
ITA,1983,681704.0283
ITA,1984,729082.1187
ITA,1985,773184.4351
ITA,1986,811313.7512
ITA,1987,857910.5351
ITA,1988,925426.0997
ITA,1989,994292.2355
ITA,1990,1051995.424
ITA,1991,1104303.054
ITA,1992,1138891.992
ITA,1993,1155932.882
ITA,1994,1206011.765
ITA,1995,1266845.412
ITA,1996,1305973.896
ITA,1997,1355069.781
ITA,1998,1419648.53
ITA,1999,1453165.445
ITA,2000,1538984.322
ITA,2001,1591435.921
ITA,2002,1634258.813
ITA,2003,1666742.061
ITA,2004,1698679.398
ITA,2005,1742085.987
ITA,2006,1879908.574
ITA,2007,1986698.585
ITA,2008,2082637.25
ITA,2009,2039614.926
ITA,2010,2075187.066
ITA,2011,2158285.166
ITA,2012,2157546.628
ITA,2013,2176319.768
ITA,2014,2192714.399
ITA,2015,2237096.363
ITA,2016,2367104.108
ITA,2017,2477387.028
ITA,1970,3614.594319
ITA,1971,3848.880039
ITA,1972,4139.875313
ITA,1973,4646.282281
ITA,1974,5308.08212
ITA,1975,5644.715024
ITA,1976,6347.957585
ITA,1977,6885.716708
ITA,1978,7581.787602
ITA,1979,8674.994479
ITA,1980,9762.89815
ITA,1981,10762.33102
ITA,1982,11467.77566
ITA,1983,12051.885
ITA,1984,12886.61443
ITA,1985,13662.16792
ITA,1986,14335.12765
ITA,1987,15156.92115
ITA,1988,16341.82481
ITA,1989,17544.74422
ITA,1990,18547.43057
ITA,1991,19450.34485
ITA,1992,20051.93914
ITA,1993,20339.54374
ITA,1994,21216.39038
ITA,1995,22286.23471
ITA,1996,22968.11476
ITA,1997,23818.9533
ITA,1998,24946.94879
ITA,1999,25531.62178
ITA,2000,27027.17886
ITA,2001,27929.82638
ITA,2002,28621.2456
ITA,2003,29030.94549
ITA,2004,29366.15561
ITA,2005,29937.5842
ITA,2006,32174.56877
ITA,2007,33794.6326
ITA,2008,35154.80175
ITA,2009,34234.1914
ITA,2010,34684.95638
ITA,2011,35935.48395
ITA,2012,35757.02368
ITA,2013,35885.39085
ITA,2014,36070.8482
ITA,2015,36836.39487
ITA,2016,39043.40617
ITA,2017,40923.72112
JPN,1970,341295.7244
JPN,1971,375446.9618
JPN,1972,424630.545
JPN,1973,483877.8053
JPN,1974,520958.2984
JPN,1975,586810.3324
JPN,1976,643714.089
JPN,1977,713727.5613
JPN,1978,804203.9075
JPN,1979,918687.3485
JPN,1980,1029895.767
JPN,1981,1174800.156
JPN,1982,1288700.884
JPN,1983,1386356.163
JPN,1984,1501037.377
JPN,1985,1629546.129
JPN,1986,1717662.438
JPN,1987,1843397.453
JPN,1988,2037908.949
JPN,1989,2220685.523
JPN,1990,2416532.179
JPN,1991,2583631.122
JPN,1992,2664920.028
JPN,1993,2713930.292
JPN,1994,2799409.62
JPN,1995,2936481.862
JPN,1996,3082947.473
JPN,1997,3169854.59
JPN,1998,3169360.9
JPN,1999,3207019.637
JPN,2000,3404300.128
JPN,2001,3493106.891
JPN,2002,3588864.927
JPN,2003,3694202.556
JPN,2004,3877296.204
JPN,2005,4045734.399
JPN,2006,4230713.952
JPN,2007,4416227.659
JPN,2008,4456434.365
JPN,2009,4250983.205
JPN,2010,4480784.407
JPN,2011,4573186.792
JPN,2012,4746699.388
JPN,2013,4967051.575
JPN,2014,4986566.21
JPN,2015,5142456.687
JPN,2016,5245730.543
JPN,2017,5333444.382
JPN,1970,3283.240245
JPN,1971,3576.258357
JPN,1972,3990.275054
JPN,1973,4443.245651
JPN,1974,4718.602094
JPN,1975,5250.24191
JPN,1976,5695.524931
JPN,1977,6253.444969
JPN,1978,6982.402573
JPN,1979,7910.311248
JPN,1980,8798.01612
JPN,1981,9964.208885
JPN,1982,10854.22886
JPN,1983,11597.8129
JPN,1984,12476.93261
JPN,1985,13461.87188
JPN,1986,14118.54708
JPN,1987,15080.27269
JPN,1988,16602.78585
JPN,1989,18024.31332
JPN,1990,19549.49138
JPN,1991,20818.77763
JPN,1992,21393.4672
JPN,1993,21722.21655
JPN,1994,22374.51341
JPN,1995,23410.20012
JPN,1996,24524.08677
JPN,1997,25155.38
JPN,1998,25084.17874
JPN,1999,25334.51015
JPN,2000,26841.23068
JPN,2001,27476.22071
JPN,2002,28170.05438
JPN,2003,28943.71842
JPN,2004,30354.45695
JPN,2005,31667.91436
JPN,2006,33094.33777
JPN,2007,34507.17033
JPN,2008,34803.65781
JPN,2009,33201.98701
JPN,2010,34994.37226
JPN,2011,35775.25633
JPN,2012,37213.8374
JPN,2013,39008.36056
JPN,2014,39183.46568
JPN,2015,40456.74366
JPN,2016,41317.97844
JPN,2017,42085.76149
KOR,1970,19471.9518
KOR,1971,22597.9428
KOR,1972,25260.565
KOR,1973,30595.589
KOR,1974,36503.8778
KOR,1975,43021.4625
KOR,1976,51341.9524
KOR,1977,61227.2688
KOR,1978,72594.8363
KOR,1979,85399.0113
KOR,1980,91529.0244
KOR,1981,107383.7948
KOR,1982,123441.831
KOR,1983,145263.2586
KOR,1984,166220.941
KOR,1985,184766.4935
KOR,1986,209643.4979
KOR,1987,241609.9611
KOR,1988,279910.1805
KOR,1989,311331.8856
KOR,1990,354674.9854
KOR,1991,404633.9803
KOR,1992,439412.8704
KOR,1993,480622.0761
KOR,1994,536076.7618
KOR,1995,599698.9675
KOR,1996,657057.7614
KOR,1997,707970.9808
KOR,1998,676768.8318
KOR,1999,764178.2649
KOR,2000,850045.5464
KOR,2001,908001.4937
KOR,2002,989824.3999
KOR,2003,1023783.14
KOR,2004,1102859.681
KOR,2005,1165894.061
KOR,2006,1250723.763
KOR,2007,1354489.639
KOR,2008,1405710.903
KOR,2009,1396654.746
KOR,2010,1504724.405
KOR,2011,1559446.834
KOR,2012,1611272.914
KOR,2013,1644777.307
KOR,2014,1704457.641
KOR,2015,1824331.973
KOR,2016,1903410.733
KOR,2017,1998129.727
KOR,1970,603.949995
KOR,1971,687.222663
KOR,1972,753.934189
KOR,1973,897.15242
KOR,1974,1052.22754
KOR,1975,1219.394647
KOR,1976,1432.172514
KOR,1977,1681.513479
KOR,1978,1963.667838
KOR,1979,2275.244079
KOR,1980,2400.824267
KOR,1981,2773.126948
KOR,1982,3138.93686
KOR,1983,3639.77095
KOR,1984,4113.768771
KOR,1985,4527.924657
KOR,1986,5086.705924
KOR,1987,5804.861878
KOR,1988,6659.612679
KOR,1989,7334.25724
KOR,1990,8273.460669
KOR,1991,9345.758967
KOR,1992,10044.18192
KOR,1993,10875.03283
KOR,1994,12008.35003
KOR,1995,13299.15879
KOR,1996,14432.89976
KOR,1997,15406.07958
KOR,1998,14621.14269
KOR,1999,16392.69505
KOR,2000,18082.9975
KOR,2001,19168.28148
KOR,2002,20774.99003
KOR,2003,21376.91347
KOR,2004,22936.58218
KOR,2005,24196.20341
KOR,2006,25821.12728
KOR,2007,27822.06966
KOR,2008,28655.81293
KOR,2009,28325.1145
KOR,2010,30365.34699
KOR,2011,31228.28432
KOR,2012,32097.07001
KOR,2013,32615.7034
KOR,2014,33587.35769
KOR,2015,35760.6973
KOR,2016,37142.62056
KOR,2017,38839.36023
LUX,1970,1842.4549
LUX,1971,1987.4855
LUX,1972,2210.2067
LUX,1973,2525.1189
LUX,1974,2868.2882
LUX,1975,2928.0223
LUX,1976,3167.4523
LUX,1977,3417.0688
LUX,1978,3806.4586
LUX,1979,4218.9571
LUX,1980,4638.7382
LUX,1981,5049.6886
LUX,1982,5422.3259
LUX,1983,5803.1318
LUX,1984,6384.4816
LUX,1985,6770.26
LUX,1986,7596.157
LUX,1987,8091.5144
LUX,1988,9085.9013
LUX,1989,10367.2423
LUX,1990,11327.4987
LUX,1991,12722.8508
LUX,1992,13249.5805
LUX,1993,14133.2551
LUX,1994,14986.6057
LUX,1995,16196.1394
LUX,1996,17125.6036
LUX,1997,17971.8074
LUX,1998,18855.1989
LUX,1999,21794.0655
LUX,2000,24148.7199
LUX,2001,24678.9641
LUX,2002,26222.3817
LUX,2003,27115.5478
LUX,2004,29341.6997
LUX,2005,31733.1018
LUX,2006,36842.7161
LUX,2007,40310.6539
LUX,2008,42362.9641
LUX,2009,40956.685
LUX,2010,43402.0476
LUX,2011,47690.506
LUX,2012,48646.4521
LUX,2013,51940.0871
LUX,2014,56353.7548
LUX,2015,58544.1624
LUX,2016,61159.2587
LUX,2017,64189.9612
LUX,1970,5431.60637
LUX,1971,5804.402143
LUX,1972,6376.635832
LUX,1973,7204.122401
LUX,1974,8077.173031
LUX,1975,8155.811875
LUX,1976,8778.712484
LUX,1977,9452.195577
LUX,1978,10511.86693
LUX,1979,11622.1309
LUX,1980,12729.42455
LUX,1981,13819.21344
LUX,1982,14830.87244
LUX,1983,15868.09328
LUX,1984,17443.42777
LUX,1985,18467.162
LUX,1986,20624.31282
LUX,1987,21827.02265
LUX,1988,24299.63916
LUX,1989,27454.81587
LUX,1990,29660.03344
LUX,1991,32866.12745
LUX,1992,33764.50625
LUX,1993,35509.65064
LUX,1994,37112.84424
LUX,1995,39549.85296
LUX,1996,41320.08146
LUX,1997,42805.30519
LUX,1998,44344.8274
LUX,1999,50526.65319
LUX,2000,55263.39006
LUX,2001,55852.19851
LUX,2002,58709.01536
LUX,2003,59955.39707
LUX,2004,63993.3082
LUX,2005,68140.65238
LUX,2006,77903.93005
LUX,2007,83858.23573
LUX,2008,86591.98546
LUX,2009,82206.3535
LUX,2010,85514.87298
LUX,2011,91814.03661
LUX,2012,91526.72071
LUX,2013,95246.11389
LUX,2014,100933.6045
LUX,2015,102817.2856
LUX,2016,104702.3475
LUX,2017,107525.1956
MEX,1970,94083.4224
MEX,1971,102976.2064
MEX,1972,116545.9267
MEX,1973,133269.9926
MEX,1974,154139.198
MEX,1975,177866.5264
MEX,1976,195609.4892
MEX,1977,214916.217
MEX,1978,249010.3809
MEX,1979,294357.3689
MEX,1980,347662.7643
MEX,1981,414025.7416
MEX,1982,436496.8551
MEX,1983,434107.717
MEX,1984,465958.8735
MEX,1985,494020.7172
MEX,1986,485051.1567
MEX,1987,506267.8894
MEX,1988,530653.8328
MEX,1989,574609.0597
MEX,1990,626331.7159
MEX,1991,674852.3349
MEX,1992,715277.7511
MEX,1993,758247.2698
MEX,1994,812704.3629
MEX,1995,777544.2035
MEX,1996,845410.672
MEX,1997,918870.761
MEX,1998,977196.8448
MEX,1999,1018601.794
MEX,2000,1096780.849
MEX,2001,1116305.256
MEX,2002,1137595.967
MEX,2003,1183622.677
MEX,2004,1263142.487
MEX,2005,1341775.456
MEX,2006,1485209.632
MEX,2007,1560053.91
MEX,2008,1653898.19
MEX,2009,1637276.79
MEX,2010,1741129.42
MEX,2011,1911319.096
MEX,2012,2012767.781
MEX,2013,2064490.948
MEX,2014,2171926.771
MEX,2015,2228163.875
MEX,2016,2316427.983
MEX,2017,2424699.732
MEX,1970,1820.608623
MEX,1971,1926.670877
MEX,1972,2109.815195
MEX,1973,2334.600187
MEX,1974,2615.183733
MEX,1975,2925.653409
MEX,1976,3122.74035
MEX,1977,3332.255689
MEX,1978,3752.920092
MEX,1979,4313.679838
MEX,1980,4938.446663
MEX,1981,5745.183348
MEX,1982,5919.322519
MEX,1983,5755.280187
MEX,1984,6043.259368
MEX,1985,6271.723477
MEX,1986,6031.91848
MEX,1987,6169.587936
MEX,1988,6338.113703
MEX,1989,6729.240554
MEX,1990,7193.840417
MEX,1991,7614.179405
MEX,1992,7935.803214
MEX,1993,8277.718254
MEX,1994,8733.591563
MEX,1995,8228.851768
MEX,1996,8817.658792
MEX,1997,9452.91663
MEX,1998,9922.291159
MEX,1999,10216.05314
MEX,2000,10870.40962
MEX,2001,10931.09473
MEX,2002,10999.98034
MEX,2003,11302.73755
MEX,2004,11921.83713
MEX,2005,12522.28589
MEX,2006,13700.0584
MEX,2007,14209.82366
MEX,2008,14859.95553
MEX,2009,14508.04844
MEX,2010,15238.84453
MEX,2011,16522.03951
MEX,2012,17195.20718
MEX,2013,17437.31532
MEX,2014,18142.78124
MEX,2015,18413.81658
MEX,2016,18944.72192
MEX,2017,19630.33511
NLD,1969,52607.5626
NLD,1970,57501.8493
NLD,1971,63033.2219
NLD,1972,67406.2423
NLD,1973,75212.6421
NLD,1974,85469.8335
NLD,1975,93501.4639
NLD,1976,103370.0971
NLD,1977,111902.28
NLD,1978,122564.9139
NLD,1979,135417.3917
NLD,1980,152449.7938
NLD,1981,165567.2163
NLD,1982,173615.1189
NLD,1983,184149.7492
NLD,1984,196634.8332
NLD,1985,208087.2824
NLD,1986,218194.0785
NLD,1987,227906.9683
NLD,1988,244065.6681
NLD,1989,264844.7886
NLD,1990,286252.5882
NLD,1991,303151.154
NLD,1992,315349.5292
NLD,1993,326880.6865
NLD,1994,343746.7548
NLD,1995,361890.4144
NLD,1996,380251.5973
NLD,1997,406100.5389
NLD,1998,435223.3796
NLD,1999,462796.455
NLD,2000,507629.391
NLD,2001,532637.6538
NLD,2002,556285.4649
NLD,2003,553474.2149
NLD,2004,582515.7216
NLD,2005,614044.1197
NLD,2006,669720.0289
NLD,2007,719102.6455
NLD,2008,763407.5745
NLD,2009,736694.4928
NLD,2010,748362.36
NLD,2011,777880.9073
NLD,2012,792041.8276
NLD,2013,827475.7879
NLD,2014,830318.4298
NLD,2015,852113.2649
NLD,2016,874311.8729
NLD,2017,932319.3171
NLD,1969,4086.571836
NLD,1970,4412.263772
NLD,1971,4777.31362
NLD,1972,5056.624374
NLD,1973,5596.892098
NLD,1974,6310.862323
NLD,1975,6844.76335
NLD,1976,7505.110708
NLD,1977,8075.915885
NLD,1978,8792.761084
NLD,1979,9649.030929
NLD,1980,10775.12994
NLD,1981,11620.95044
NLD,1982,12130.47873
NLD,1983,12816.38481
NLD,1984,13633.13003
NLD,1985,14362.42677
NLD,1986,14978.33592
NLD,1987,15541.60541
NLD,1988,16535.26128
NLD,1989,17839.09021
NLD,1990,19150.76442
NLD,1991,20118.44177
NLD,1992,20770.83358
NLD,1993,21378.26726
NLD,1994,22348.3138
NLD,1995,23408.17687
NLD,1996,24491.27897
NLD,1997,26018.74288
NLD,1998,27715.93833
NLD,1999,29274.23967
NLD,2000,31882.26297
NLD,2001,33200.62668
NLD,2002,34451.32005
NLD,2003,34116.63779
NLD,2004,35789.85756
NLD,2005,37632.17011
NLD,2006,40984.02967
NLD,2007,43906.62141
NLD,2008,46435.98385
NLD,2009,44577.90711
NLD,2010,45049.50397
NLD,2011,46599.22766
NLD,2012,47280.43384
NLD,2013,49254.51118
NLD,2014,49239.06955
NLD,2015,50328.58454
NLD,2016,51351.57247
NLD,2017,54435.64647
NZL,1970,11058.9601
NZL,1971,12322.0915
NZL,1972,13732.0824
NZL,1973,15086.4195
NZL,1974,17206.7337
NZL,1975,19412.1765
NZL,1976,20374.1164
NZL,1977,20223.1376
NZL,1978,22661.4076
NZL,1979,24038.6985
NZL,1980,26540.4648
NZL,1981,29789.6589
NZL,1982,33220.9066
NZL,1983,36146.2076
NZL,1984,40042.3919
NZL,1985,41344.0282
NZL,1986,43460.644
NZL,1987,44268.6175
NZL,1988,45957.945
NZL,1989,48164.507
NZL,1990,49518.8354
NZL,1991,50922.4768
NZL,1992,52667.59
NZL,1993,56937.2925
NZL,1994,61694.8855
NZL,1995,65781.2881
NZL,1996,68907.7805
NZL,1997,72363.2489
NZL,1998,73794.446
NZL,1999,78923.9262
NZL,2000,83023.6143
NZL,2001,87313.1095
NZL,2002,92024.858
NZL,2003,96521.6097
NZL,2004,102515.7624
NZL,2005,106146.5457
NZL,2006,116156.7866
NZL,2007,124120.1055
NZL,2008,127199.2301
NZL,2009,132088.3421
NZL,2010,135972.6561
NZL,2011,143508.2339
NZL,2012,145405.6802
NZL,2013,160890.9675
NZL,2014,168135.5786
NZL,2015,172625.9039
NZL,2016,185009.5241
NZL,2017,195339.9689
NZL,1970,3921.617042
NZL,1971,4302.406256
NZL,1972,4714.0688
NZL,1973,5077.892782
NZL,1974,5675.044095
NZL,1975,6288.36298
NZL,1976,6538.548258
NZL,1977,6465.197454
NZL,1978,7242.380184
NZL,1979,7660.515762
NZL,1980,8441.623669
NZL,1981,9436.065537
NZL,1982,10436.97977
NZL,1983,11204.65207
NZL,1984,12290.48247
NZL,1985,12635.70544
NZL,1986,13242.12187
NZL,1987,13374.20469
NZL,1988,13851.09854
NZL,1989,14433.47528
NZL,1990,14680.94734
NZL,1991,14524.38015
NZL,1992,14869.44945
NZL,1993,15882.08996
NZL,1994,16977.12865
NZL,1995,17822.0775
NZL,1996,18390.12022
NZL,1997,19083.13527
NZL,1998,19307.809
NZL,1999,20537.06121
NZL,2000,21480.88339
NZL,2001,22387.97679
NZL,2002,23180.06498
NZL,2003,23861.95543
NZL,2004,24997.74748
NZL,2005,25589.81334
NZL,2006,27676.14643
NZL,2007,29308.1713
NZL,2008,29782.07214
NZL,2009,30590.16723
NZL,2010,31164.94525
NZL,2011,32667.47868
NZL,2012,32912.10508
NZL,2013,36074.20795
NZL,2014,37083.27714
NZL,2015,37340.66709
NZL,2016,39196.93308
NZL,2017,40526.9645
NOR,1970,13021.811
NOR,1971,14458.0064
NOR,1972,15887.0054
NOR,1973,17517.21
NOR,1974,19842.5735
NOR,1975,22754.1424
NOR,1976,25404.8954
NOR,1977,28106.0762
NOR,1978,31247.0591
NOR,1979,35319.136
NOR,1980,40267.3398
NOR,1981,44781.9835
NOR,1982,47660.6121
NOR,1983,51494.9794
NOR,1984,56581.9204
NOR,1985,61612.8363
NOR,1986,65394.4042
NOR,1987,68186.236
NOR,1988,70411.204
NOR,1989,73931.292
NOR,1990,78180.9447
NOR,1991,83318.016
NOR,1992,88262.7479
NOR,1993,92924.7914
NOR,1994,99707.1724
NOR,1995,106026.4966
NOR,1996,117380.4266
NOR,1997,126010.6719
NOR,1998,124906.4514
NOR,1999,136335.2598
NOR,2000,165969.8872
NOR,2001,170560.3838
NOR,2002,172267.592
NOR,2003,175897.9677
NOR,2004,195093.7443
NOR,2005,220865.8553
NOR,2006,252048.2856
NOR,2007,263226.509
NOR,2008,294471.6386
NOR,2009,267692.6395
NOR,2010,283408.0741
NOR,2011,307809.7943
NOR,2012,328453.0208
NOR,2013,340619.8058
NOR,2014,339136.645
NOR,2015,314014.3514
NOR,2016,304326.7515
NOR,2017,328136.8772
NOR,1970,3358.733822
NOR,1971,3704.33163
NOR,1972,4039.411491
NOR,1973,4423.537876
NOR,1974,4979.315806
NOR,1975,5678.598064
NOR,1976,6310.207498
NOR,1977,6951.787344
NOR,1978,7698.216078
NOR,1979,8671.528602
NOR,1980,9854.953455
NOR,1981,10922.435
NOR,1982,11582.16576
NOR,1983,12474.55896
NOR,1984,13667.13054
NOR,1985,14835.74195
NOR,1986,15693.40153
NOR,1987,16285.22473
NOR,1988,16728.7251
NOR,1989,17490.25124
NOR,1990,18434.55428
NOR,1991,19549.04178
NOR,1992,20593.26829
NOR,1993,21550.2763
NOR,1994,22989.8945
NOR,1995,24323.5826
NOR,1996,26793.06701
NOR,1997,28606.28194
NOR,1998,28189.22397
NOR,1999,30554.74223
NOR,2000,36956.10937
NOR,2001,37784.75495
NOR,2002,37961.12649
NOR,2003,38531.86587
NOR,2004,42485.57149
NOR,2005,47775.43918
NOR,2006,54076.01065
NOR,2007,55898.60034
NOR,2008,61759.99132
NOR,2009,55434.38382
NOR,2010,57968.51588
NOR,2011,62146.13251
NOR,2012,65441.92484
NOR,2013,67051.14287
NOR,2014,66018.42418
NOR,2015,60492.07309
NOR,2016,58121.99226
NOR,2017,62182.46679
POL,1990,235358.0232
POL,1991,226247.1428
POL,1992,237222.8466
POL,1993,251921.5576
POL,1994,270919.4716
POL,1995,295829.0449
POL,1996,318828.4872
POL,1997,344840.7028
POL,1998,366199.4063
POL,1999,387468.5788
POL,2000,407566.7825
POL,2001,424628.6485
POL,2002,450394.6365
POL,2003,468278.9333
POL,2004,509392.7663
POL,2005,530344.1412
POL,2006,577541.979
POL,2007,639966.8819
POL,2008,698099.5366
POL,2009,734282.7574
POL,2010,800737.3078
POL,2011,869769.8869
POL,2012,907167.5419
POL,2013,940325.256
POL,2014,973566.3249
POL,2015,1020165.61
POL,2016,1053113.641
POL,2017,1136290.511
POL,1990,6188.502764
POL,1991,5936.76526
POL,1992,6214.333368
POL,1993,6591.095644
POL,1994,7082.399154
POL,1995,7729.041015
POL,1996,8326.895118
POL,1997,9005.554757
POL,1998,9565.338164
POL,1999,10124.60357
POL,2000,10653.66956
POL,2001,11101.11235
POL,2002,11780.56697
POL,2003,12260.21556
POL,2004,13341.87444
POL,2005,13897.54307
POL,2006,15145.86119
POL,2007,16789.98011
POL,2008,18315.13109
POL,2009,19080.70466
POL,2010,20789.19199
POL,2011,22576.17938
POL,2012,23542.00296
POL,2013,24422.76391
POL,2014,25297.95045
POL,2015,26528.81575
POL,2016,27405.56485
POL,2017,29573.95531
PRT,1970,18270.3263
PRT,1971,20469.5212
PRT,1972,23066.0715
PRT,1973,27055.1963
PRT,1974,29826.8367
PRT,1975,31172.7084
PRT,1976,35157.6294
PRT,1977,39434.2267
PRT,1978,43396.5267
PRT,1979,49647.0888
PRT,1980,56616.0187
PRT,1981,62975.9173
PRT,1982,68294.5633
PRT,1983,70846.649
PRT,1984,72022.6426
PRT,1985,76386.2559
PRT,1986,81151.4186
PRT,1987,88464.5132
PRT,1988,98443.9454
PRT,1989,108892.2677
PRT,1990,117431.3152
PRT,1991,126705.6697
PRT,1992,131005.0629
PRT,1993,131368.723
PRT,1994,135468.5042
PRT,1995,144232.5231
PRT,1996,149978.5097
PRT,1997,159631.4094
PRT,1998,169589.4596
PRT,1999,181095.294
PRT,2000,194344.3252
PRT,2001,202494.0045
PRT,2002,212223.6902
PRT,2003,217971.0914
PRT,2004,225147.4495
PRT,2005,238841.511
PRT,2006,259430.889
PRT,2007,271016.9046
PRT,2008,281180.6857
PRT,2009,279732.1349
PRT,2010,288732.2202
PRT,2011,282733.9076
PRT,2012,278160.9044
PRT,2013,291753.1919
PRT,2014,298995.4896
PRT,2015,307476.4343
PRT,2016,320522.8634
PRT,2017,335318.8048
PRT,1970,2075.100407
PRT,1971,2345.320616
PRT,1972,2646.804193
PRT,1973,3103.472781
PRT,1974,3374.118589
PRT,1975,3394.914822
PRT,1976,3721.676901
PRT,1977,4130.238794
PRT,1978,4496.264028
PRT,1979,5089.042177
PRT,1980,5740.998508
PRT,1981,6331.454333
PRT,1982,6823.92327
PRT,1983,7048.348099
PRT,1984,7140.955632
PRT,1985,7556.958861
PRT,1986,8028.380558
PRT,1987,8766.758498
PRT,1988,9781.158074
PRT,1989,10853.03112
PRT,1990,11749.02685
PRT,1991,12712.88718
PRT,1992,13149.55413
PRT,1993,13171.38132
PRT,1994,13549.83138
PRT,1995,14385.56214
PRT,1996,14902.62321
PRT,1997,15791.01884
PRT,1998,16691.54737
PRT,1999,17723.51132
PRT,2000,18886.90125
PRT,2001,19540.66068
PRT,2002,20367.7387
PRT,2003,20840.92739
PRT,2004,21475.54341
PRT,2005,22739.66382
PRT,2006,24655.34046
PRT,2007,25705.86215
PRT,2008,26631.49833
PRT,2009,26469.23175
PRT,2010,27308.18967
PRT,2011,26780.13068
PRT,2012,26454.22685
PRT,2013,27899.47614
PRT,2014,28746.52581
PRT,2015,29684.63659
PRT,2016,31041.87337
PRT,2017,32554.27558
SVK,1992,37922.4619
SVK,1993,39559.0647
SVK,1994,42911.0706
SVK,1995,46370.928
SVK,1996,50298.7089
SVK,1997,54201.002
SVK,1998,57210.6234
SVK,1999,57741.1965
SVK,2000,61197.8183
SVK,2001,66543.9014
SVK,2002,71483.3467
SVK,2003,75978.09
SVK,2004,81595.174
SVK,2005,89275.3479
SVK,2006,101360.8219
SVK,2007,113754.5824
SVK,2008,127442.7829
SVK,2009,124206.3124
SVK,2010,134582.396
SVK,2011,139467.3482
SVK,2012,144098.0751
SVK,2013,151020.734
SVK,2014,156749.0236
SVK,2015,161041.066
SVK,2016,167789.8717
SVK,2017,176074.5074
SVK,1992,7145.744047
SVK,1993,7428.932678
SVK,1994,8025.411467
SVK,1995,8645.877571
SVK,1996,9360.253763
SVK,1997,10068.03825
SVK,1998,10612.56587
SVK,1999,10701.51806
SVK,2000,11331.45202
SVK,2001,12369.84014
SVK,2002,13290.17514
SVK,2003,14124.07788
SVK,2004,15159.72796
SVK,2005,16572.06371
SVK,2006,18802.13802
SVK,2007,21079.06032
SVK,2008,23574.93219
